,Customer ID,Purchase Date,Drone Model,Price,Payment Method,Warranty,Usage Frequency,Purpose of Use,Customer Satisfaction,Customer Feedback,Age,Obstacle Avoidance,cluster_no
622,CUST623,2023-08-16,Autel EVO Nano+,2195.05,PayPal,0,2,Recreation,4,"For the price of 2195.05, the Autel EVO Nano+ offers satisfying performance. It's perfect for Recreation.",178,0,2
623,CUST624,2023-08-19,DJI Air 2S,832.63,Debit Card,1,1,Professional Use,4,"For the price of 832.63, the DJI Air 2S offers impressive performance. It's terrific for Professional Use.",175,0,4
624,CUST625,2022-12-14,Skydio 2,1158.84,PayPal,0,1,Professional Use,3,"For the price of 1158.84, the Skydio 2 offers satisfying performance. It's amazing for Professional Use.",423,1,1
625,CUST626,2023-01-24,Autel EVO 2 Pro,1423.59,Credit Card,0,1,Aerial Photography,3,I'm truly impressed with the Autel EVO 2 Pro. It's satisfying and amazing for Aerial Photography.,382,0,1
626,CUST627,2023-01-06,Autel EVO 2 Pro,2175.62,Cash,0,1,Recreation,5,The Autel EVO 2 Pro is satisfying and exceeded my expectations. It's fantastic for Recreation.,400,0,1
627,CUST628,2023-08-08,DJI Mavic Air 2,1276.41,Debit Card,0,0,Aerial Photography,4,I'm truly impressed with the DJI Mavic Air 2. It's excellent and terrific for Aerial Photography.,186,0,1
628,CUST629,2023-03-17,DJI Mini 2,460.42,PayPal,1,2,Aerial Photography,3,"For the price of 460.42, the DJI Mini 2 offers reliable performance. It's terrific for Aerial Photography.",330,1,2
629,CUST630,2023-07-27,Skydio 2,2321.49,Cash,0,0,Aerial Photography,4,I couldn't be happier with the Skydio 2. It's outstanding and amazing for Aerial Photography.,198,1,1
630,CUST631,2023-05-24,Autel EVO Nano+,1678.63,Credit Card,2,1,Aerial Photography,5,I purchased the Autel EVO Nano+ and it has been an reliable experience. It's perfect for Aerial Photography.,262,0,5
631,CUST632,2023-06-28,Skydio 2,1599.91,Credit Card,2,2,Professional Use,5,"For the price of 1599.91, the Skydio 2 offers impressive performance. It's fantastic for Professional Use.",227,1,5
632,CUST633,2023-08-28,Autel EVO Nano+,1384.47,Credit Card,0,1,Recreation,4,I couldn't be happier with the Autel EVO Nano+. It's satisfying and perfect for Recreation.,166,0,1
633,CUST634,2023-01-08,DJI Air 2S,2328.23,Debit Card,0,0,Aerial Photography,4,"For the price of 2328.23, the DJI Air 2S offers satisfying performance. It's perfect for Aerial Photography.",398,0,1
634,CUST635,2023-07-03,Parrot Anafi USA,673.72,PayPal,1,1,Professional Use,4,"For the price of 673.72, the Parrot Anafi USA offers outstanding performance. It's fantastic for Professional Use.",222,1,4
635,CUST636,2022-10-07,Skydio X2,2427.95,PayPal,1,2,Recreation,5,I purchased the Skydio X2 and it has been an reliable experience. It's perfect for Recreation.,491,0,2
636,CUST637,2023-05-07,DJI Air 2S,1523.93,Debit Card,2,0,Aerial Photography,4,I'm truly impressed with the DJI Air 2S. It's impressive and exceptional for Aerial Photography.,279,0,3
637,CUST638,2023-02-25,Yuneec Typhoon H,942.81,Debit Card,1,0,Recreation,4,I'm truly impressed with the Yuneec Typhoon H. It's outstanding and terrific for Recreation.,350,0,3
638,CUST639,2023-03-25,DJI Mavic Air 2,873.94,Cash,2,2,Recreation,5,"For the price of 873.94, the DJI Mavic Air 2 offers impressive performance. It's amazing for Recreation.",322,0,5
639,CUST640,2023-05-12,Autel EVO Lite+,2127.81,PayPal,0,0,Professional Use,4,The Autel EVO Lite+ is outstanding and exceeded my expectations. It's fantastic for Professional Use.,274,0,1
640,CUST641,2022-11-15,Autel EVO Lite+,1642.43,Cash,1,1,Recreation,5,I couldn't be happier with the Autel EVO Lite+. It's reliable and perfect for Recreation.,452,0,4
641,CUST642,2022-12-17,Autel EVO Nano+,1652.1,Credit Card,0,1,Professional Use,4,I'm truly impressed with the Autel EVO Nano+. It's impressive and fantastic for Professional Use.,420,0,1
642,CUST643,2023-03-13,Autel EVO Nano+,1179.67,Cash,1,2,Recreation,4,I purchased the Autel EVO Nano+ and it has been an reliable experience. It's perfect for Recreation.,334,0,2
643,CUST644,2023-08-19,DJI Mavic Air 2,2330.45,Debit Card,0,2,Recreation,4,The DJI Mavic Air 2 is outstanding and exceeded my expectations. It's exceptional for Recreation.,175,0,2
644,CUST645,2023-07-28,Skydio X2,720.75,PayPal,2,2,Recreation,4,I couldn't be happier with the Skydio X2. It's reliable and exceptional for Recreation.,197,0,5
645,CUST646,2023-04-03,Skydio 2,1885.13,PayPal,2,2,Professional Use,4,The Skydio 2 is reliable and exceeded my expectations. It's terrific for Professional Use.,313,1,5
646,CUST647,2023-01-12,Skydio X2,1701.63,Credit Card,1,1,Professional Use,4,I purchased the Skydio X2 and it has been an excellent experience. It's perfect for Professional Use.,394,0,4
647,CUST648,2022-12-17,Skydio 2,404.15,Debit Card,2,1,Recreation,4,"For the price of 404.15, the Skydio 2 offers reliable performance. It's perfect for Recreation.",420,1,5
648,CUST649,2022-12-20,DJI Air 2S,2386.16,PayPal,2,2,Aerial Photography,3,I couldn't be happier with the DJI Air 2S. It's reliable and terrific for Aerial Photography.,417,0,5
649,CUST650,2023-08-22,Skydio 2,350.13,PayPal,0,1,Professional Use,5,I'm truly impressed with the Skydio 2. It's satisfying and perfect for Professional Use.,172,1,1
650,CUST651,2022-10-18,Autel EVO 2 Pro,1174.47,Credit Card,2,0,Recreation,5,I couldn't be happier with the Autel EVO 2 Pro. It's outstanding and terrific for Recreation.,480,0,3
651,CUST652,2023-04-24,DJI Mavic Air 2,1588.52,Cash,0,2,Recreation,5,I purchased the DJI Mavic Air 2 and it has been an outstanding experience. It's perfect for Recreation.,292,0,2
652,CUST653,2023-08-20,Skydio 2,1055.83,Cash,2,0,Aerial Photography,4,I couldn't be happier with the Skydio 2. It's impressive and amazing for Aerial Photography.,174,1,3
653,CUST654,2023-02-26,DJI Mavic Air 2,2345.45,Credit Card,2,1,Recreation,5,"For the price of 2345.45, the DJI Mavic Air 2 offers reliable performance. It's fantastic for Recreation.",349,0,5
654,CUST655,2023-05-03,Yuneec Typhoon H,1896.39,Cash,0,0,Professional Use,3,The Yuneec Typhoon H is excellent and exceeded my expectations. It's exceptional for Professional Use.,283,0,1
655,CUST656,2023-04-19,Autel EVO Nano+,1763.14,Credit Card,0,2,Aerial Photography,5,The Autel EVO Nano+ is excellent and exceeded my expectations. It's perfect for Aerial Photography.,297,0,2
656,CUST657,2023-02-10,Autel EVO Nano+,754.58,PayPal,2,1,Professional Use,4,I couldn't be happier with the Autel EVO Nano+. It's outstanding and amazing for Professional Use.,365,0,5
657,CUST658,2023-05-15,Autel EVO Lite+,2268.32,PayPal,1,0,Professional Use,4,The Autel EVO Lite+ is impressive and exceeded my expectations. It's amazing for Professional Use.,271,0,3
658,CUST659,2023-01-08,Autel EVO Lite+,2425.89,Debit Card,1,2,Professional Use,5,"For the price of 2425.89, the Autel EVO Lite+ offers outstanding performance. It's perfect for Professional Use.",398,0,2
659,CUST660,2022-12-16,Skydio 2,1583.57,PayPal,2,2,Aerial Photography,5,I couldn't be happier with the Skydio 2. It's outstanding and exceptional for Aerial Photography.,421,1,5
660,CUST661,2022-11-10,Parrot Anafi USA,2058.21,PayPal,1,1,Aerial Photography,1,The Parrot Anafi USA is reliable and exceeded my expectations. It's amazing for Aerial Photography.,457,1,4
661,CUST662,2023-01-26,Skydio X2,1401.53,Cash,2,1,Aerial Photography,5,"For the price of 1401.53, the Skydio X2 offers impressive performance. It's terrific for Aerial Photography.",380,0,5
662,CUST663,2022-11-21,Skydio 2,1242.39,Credit Card,2,2,Recreation,4,I couldn't be happier with the Skydio 2. It's excellent and perfect for Recreation.,446,1,5
663,CUST664,2022-10-31,Autel EVO Lite+,2089.25,Debit Card,2,1,Aerial Photography,4,"For the price of 2089.25, the Autel EVO Lite+ offers satisfying performance. It's amazing for Aerial Photography.",467,0,5
664,CUST665,2022-10-27,Skydio 2,889.98,Cash,2,1,Professional Use,4,"For the price of 889.98, the Skydio 2 offers excellent performance. It's perfect for Professional Use.",471,1,5
665,CUST666,2022-11-25,DJI Air 2S,1659.02,Debit Card,2,1,Professional Use,4,I purchased the DJI Air 2S and it has been an reliable experience. It's perfect for Professional Use.,442,0,5
666,CUST667,2023-05-06,Parrot Anafi USA,2224.41,Cash,2,0,Recreation,5,The Parrot Anafi USA is excellent and exceeded my expectations. It's fantastic for Recreation.,280,1,3
667,CUST668,2023-04-23,DJI Mavic Air 2,1586.38,Debit Card,2,2,Aerial Photography,3,"For the price of 1586.38, the DJI Mavic Air 2 offers reliable performance. It's terrific for Aerial Photography.",293,0,5
668,CUST669,2023-06-27,Skydio 2,1509.53,Cash,2,1,Professional Use,4,I purchased the Skydio 2 and it has been an outstanding experience. It's perfect for Professional Use.,228,1,5
669,CUST670,2022-11-06,Autel EVO Nano+,1060.6,Cash,1,1,Aerial Photography,2,"For the price of 1060.6, the Autel EVO Nano+ offers reliable performance. It's amazing for Aerial Photography.",461,0,4
670,CUST671,2023-02-04,Yuneec Typhoon H,1244.15,Cash,0,2,Aerial Photography,4,I couldn't be happier with the Yuneec Typhoon H. It's impressive and perfect for Aerial Photography.,371,0,2
671,CUST672,2022-12-05,Yuneec Typhoon H,773.97,Debit Card,2,1,Recreation,4,"For the price of 773.97, the Yuneec Typhoon H offers satisfying performance. It's terrific for Recreation.",432,0,5
672,CUST673,2022-10-09,Skydio 2,1600.71,Debit Card,2,0,Recreation,5,The Skydio 2 is satisfying and exceeded my expectations. It's fantastic for Recreation.,489,1,3
673,CUST674,2023-02-25,DJI Mini 2,1110.22,Credit Card,0,1,Recreation,4,I'm truly impressed with the DJI Mini 2. It's impressive and amazing for Recreation.,350,1,1
674,CUST675,2023-07-14,DJI Air 2S,1295.81,Debit Card,1,1,Professional Use,5,I'm truly impressed with the DJI Air 2S. It's outstanding and perfect for Professional Use.,211,0,4
675,CUST676,2022-11-25,Yuneec Typhoon H,2458.58,PayPal,1,1,Aerial Photography,4,I couldn't be happier with the Yuneec Typhoon H. It's excellent and terrific for Aerial Photography.,442,0,4
676,CUST677,2023-04-19,Autel EVO Lite+,1167.66,PayPal,1,2,Professional Use,5,"For the price of 1167.66, the Autel EVO Lite+ offers excellent performance. It's perfect for Professional Use.",297,0,2
677,CUST678,2023-05-06,Skydio 2,2159.31,Cash,2,0,Professional Use,5,I'm truly impressed with the Skydio 2. It's impressive and terrific for Professional Use.,280,1,3
678,CUST679,2022-12-31,Parrot Anafi USA,1570.51,PayPal,1,2,Aerial Photography,1,"For the price of 1570.51, the Parrot Anafi USA offers reliable performance. It's amazing for Aerial Photography.",406,1,2
679,CUST680,2022-12-30,Yuneec Typhoon H,2212.27,PayPal,2,1,Aerial Photography,4,The Yuneec Typhoon H is outstanding and exceeded my expectations. It's exceptional for Aerial Photography.,407,0,5
680,CUST681,2022-12-13,Yuneec Typhoon H,2429.17,Credit Card,1,1,Professional Use,5,I purchased the Yuneec Typhoon H and it has been an satisfying experience. It's perfect for Professional Use.,424,0,4
681,CUST682,2023-03-12,Autel EVO 2 Pro,982.83,Credit Card,2,2,Recreation,3,The Autel EVO 2 Pro is reliable and exceeded my expectations. It's exceptional for Recreation.,335,0,5
682,CUST683,2023-07-29,Skydio X2,443.37,PayPal,0,0,Recreation,4,"For the price of 443.37, the Skydio X2 offers satisfying performance. It's terrific for Recreation.",196,0,1
683,CUST684,2022-12-26,Parrot Anafi USA,1996.82,Cash,1,0,Professional Use,5,"For the price of 1996.82, the Parrot Anafi USA offers excellent performance. It's perfect for Professional Use.",411,1,3
684,CUST685,2023-08-04,Skydio X2,1075.87,Debit Card,1,1,Aerial Photography,4,I'm truly impressed with the Skydio X2. It's excellent and terrific for Aerial Photography.,190,0,4
685,CUST686,2022-11-04,DJI Mavic Air 2,311.93,Debit Card,2,2,Aerial Photography,3,I couldn't be happier with the DJI Mavic Air 2. It's reliable and exceptional for Aerial Photography.,463,0,5
686,CUST687,2023-03-27,Autel EVO 2 Pro,1250.88,Credit Card,2,0,Aerial Photography,3,"For the price of 1250.88, the Autel EVO 2 Pro offers satisfying performance. It's terrific for Aerial Photography.",320,0,3
687,CUST688,2023-04-25,Parrot Anafi USA,1936.27,Credit Card,2,2,Aerial Photography,4,I'm truly impressed with the Parrot Anafi USA. It's reliable and terrific for Aerial Photography.,291,1,5
688,CUST689,2023-07-23,DJI Mini 2,437.1,PayPal,1,1,Recreation,5,I couldn't be happier with the DJI Mini 2. It's outstanding and exceptional for Recreation.,202,1,4
689,CUST690,2023-02-11,Yuneec Typhoon H,1388.41,PayPal,0,0,Recreation,4,I'm truly impressed with the Yuneec Typhoon H. It's outstanding and fantastic for Recreation.,364,0,1
690,CUST691,2023-02-18,DJI Mini 2,1915.86,PayPal,2,0,Recreation,4,I couldn't be happier with the DJI Mini 2. It's reliable and terrific for Recreation.,357,1,3
691,CUST692,2023-06-19,Skydio X2,2075.19,PayPal,1,2,Professional Use,4,I'm truly impressed with the Skydio X2. It's reliable and perfect for Professional Use.,236,0,2
692,CUST693,2022-10-22,Skydio X2,1587.02,PayPal,2,1,Aerial Photography,5,I couldn't be happier with the Skydio X2. It's impressive and fantastic for Aerial Photography.,476,0,5
693,CUST694,2023-01-11,Skydio 2,882.52,PayPal,0,0,Professional Use,4,The Skydio 2 is excellent and exceeded my expectations. It's amazing for Professional Use.,395,1,1
694,CUST695,2023-05-06,Skydio X2,2362.84,Debit Card,2,1,Aerial Photography,5,The Skydio X2 is reliable and exceeded my expectations. It's perfect for Aerial Photography.,280,0,5
695,CUST696,2023-08-23,Yuneec Typhoon H,1123.64,Credit Card,2,2,Professional Use,3,I'm truly impressed with the Yuneec Typhoon H. It's satisfying and exceptional for Professional Use.,171,0,5
696,CUST697,2022-10-17,Parrot Anafi USA,1282.22,Cash,2,2,Aerial Photography,3,The Parrot Anafi USA is reliable and exceeded my expectations. It's exceptional for Aerial Photography.,481,1,5
697,CUST698,2023-08-30,Skydio X2,2442.56,PayPal,2,2,Recreation,4,I couldn't be happier with the Skydio X2. It's impressive and amazing for Recreation.,164,0,5
698,CUST699,2023-07-29,DJI Mini 2,430.85,Cash,2,1,Professional Use,4,"For the price of 430.85, the DJI Mini 2 offers impressive performance. It's terrific for Professional Use.",196,1,5
699,CUST700,2022-11-17,DJI Air 2S,2109.2,Credit Card,2,0,Aerial Photography,3,The DJI Air 2S is satisfying and exceeded my expectations. It's amazing for Aerial Photography.,450,0,3
700,CUST701,2022-12-26,Skydio 2,355.64,Credit Card,1,0,Aerial Photography,4,"For the price of 355.64, the Skydio 2 offers satisfying performance. It's perfect for Aerial Photography.",411,1,3
701,CUST702,2023-08-27,Yuneec Typhoon H,2335.65,Cash,2,2,Professional Use,5,"For the price of 2335.65, the Yuneec Typhoon H offers outstanding performance. It's terrific for Professional Use.",167,0,5
702,CUST703,2023-07-29,Autel EVO Nano+,1573.25,PayPal,1,1,Professional Use,5,I couldn't be happier with the Autel EVO Nano+. It's excellent and perfect for Professional Use.,196,0,4
703,CUST704,2022-10-31,Yuneec Typhoon H,837.11,Credit Card,2,1,Recreation,3,"For the price of 837.11, the Yuneec Typhoon H offers satisfying performance. It's exceptional for Recreation.",467,0,5
704,CUST705,2023-07-17,Autel EVO 2 Pro,491.13,Debit Card,1,0,Aerial Photography,5,"For the price of 491.13, the Autel EVO 2 Pro offers outstanding performance. It's perfect for Aerial Photography.",208,0,3
705,CUST706,2022-11-26,Autel EVO Lite+,1111.95,Credit Card,1,1,Recreation,4,I'm truly impressed with the Autel EVO Lite+. It's outstanding and terrific for Recreation.,441,0,4
706,CUST707,2023-01-14,DJI Mavic Air 2,1211.2,Debit Card,0,2,Recreation,5,"For the price of 1211.2, the DJI Mavic Air 2 offers outstanding performance. It's perfect for Recreation.",392,0,2
707,CUST708,2023-07-07,DJI Air 2S,366.68,Credit Card,1,0,Aerial Photography,5,I couldn't be happier with the DJI Air 2S. It's satisfying and perfect for Aerial Photography.,218,0,3
708,CUST709,2023-01-16,Yuneec Typhoon H,2072.18,Cash,0,0,Recreation,3,The Yuneec Typhoon H is excellent and exceeded my expectations. It's terrific for Recreation.,390,0,1
709,CUST710,2022-12-27,Skydio X2,518.24,PayPal,1,0,Aerial Photography,5,"For the price of 518.24, the Skydio X2 offers outstanding performance. It's terrific for Aerial Photography.",410,0,3
710,CUST711,2023-04-17,Autel EVO Nano+,1456.61,PayPal,0,0,Recreation,3,The Autel EVO Nano+ is satisfying and exceeded my expectations. It's exceptional for Recreation.,299,0,1
711,CUST712,2022-10-25,Parrot Anafi USA,2290.24,Cash,2,1,Professional Use,5,I purchased the Parrot Anafi USA and it has been an excellent experience. It's perfect for Professional Use.,473,1,5
712,CUST713,2023-01-17,Skydio X2,589.08,PayPal,0,2,Aerial Photography,5,I purchased the Skydio X2 and it has been an reliable experience. It's perfect for Aerial Photography.,389,0,2
713,CUST714,2023-08-11,Autel EVO Lite+,752.74,Debit Card,2,1,Aerial Photography,4,I couldn't be happier with the Autel EVO Lite+. It's excellent and amazing for Aerial Photography.,183,0,5
714,CUST715,2023-06-12,Autel EVO 2 Pro,1204.26,PayPal,0,2,Aerial Photography,4,The Autel EVO 2 Pro is excellent and exceeded my expectations. It's terrific for Aerial Photography.,243,0,2
715,CUST716,2022-11-18,DJI Air 2S,1932.53,PayPal,1,2,Recreation,4,I couldn't be happier with the DJI Air 2S. It's outstanding and fantastic for Recreation.,449,0,2
716,CUST717,2023-04-04,DJI Mavic Air 2,936.53,Cash,1,0,Recreation,4,I couldn't be happier with the DJI Mavic Air 2. It's excellent and fantastic for Recreation.,312,0,3
717,CUST718,2023-05-11,Autel EVO Lite+,1322.52,Debit Card,2,0,Aerial Photography,1,I'm truly impressed with the Autel EVO Lite+. It's reliable and amazing for Aerial Photography.,275,0,3
718,CUST719,2023-02-04,Autel EVO 2 Pro,2079.98,Debit Card,0,1,Recreation,5,"For the price of 2079.98, the Autel EVO 2 Pro offers impressive performance. It's terrific for Recreation.",371,0,1
719,CUST720,2023-07-03,Autel EVO Nano+,1272.87,Debit Card,2,1,Recreation,5,I purchased the Autel EVO Nano+ and it has been an impressive experience. It's perfect for Recreation.,222,0,5
720,CUST721,2023-05-25,Autel EVO 2 Pro,1824.31,Debit Card,1,0,Professional Use,4,I'm truly impressed with the Autel EVO 2 Pro. It's reliable and exceptional for Professional Use.,261,0,3
721,CUST722,2023-02-01,Autel EVO 2 Pro,1224.61,PayPal,0,1,Recreation,5,"For the price of 1224.61, the Autel EVO 2 Pro offers outstanding performance. It's exceptional for Recreation.",374,0,1
722,CUST723,2023-01-01,DJI Mini 2,1769.98,Cash,1,0,Professional Use,4,I'm truly impressed with the DJI Mini 2. It's reliable and perfect for Professional Use.,405,1,3
723,CUST724,2023-04-16,Skydio 2,662.69,PayPal,1,1,Aerial Photography,3,"For the price of 662.69, the Skydio 2 offers reliable performance. It's terrific for Aerial Photography.",300,1,4
724,CUST725,2023-02-11,DJI Mini 2,2179.49,PayPal,1,1,Professional Use,4,"For the price of 2179.49, the DJI Mini 2 offers outstanding performance. It's terrific for Professional Use.",364,1,4
725,CUST726,2023-03-30,DJI Mavic Air 2,694.88,PayPal,0,0,Aerial Photography,4,I couldn't be happier with the DJI Mavic Air 2. It's excellent and terrific for Aerial Photography.,317,0,1
726,CUST727,2022-12-08,DJI Mini 2,655.17,Credit Card,0,2,Aerial Photography,5,I couldn't be happier with the DJI Mini 2. It's satisfying and perfect for Aerial Photography.,429,1,2
727,CUST728,2023-07-06,DJI Mini 2,1773.56,PayPal,2,2,Recreation,5,"For the price of 1773.56, the DJI Mini 2 offers impressive performance. It's terrific for Recreation.",219,1,5
728,CUST729,2022-10-11,DJI Mavic Air 2,659.46,PayPal,0,1,Aerial Photography,4,"For the price of 659.46, the DJI Mavic Air 2 offers satisfying performance. It's perfect for Aerial Photography.",487,0,1
729,CUST730,2023-01-24,Skydio 2,359.45,Cash,2,0,Professional Use,4,I couldn't be happier with the Skydio 2. It's outstanding and amazing for Professional Use.,382,1,3
730,CUST731,2023-06-03,DJI Mini 2,711.09,Debit Card,2,2,Aerial Photography,4,The DJI Mini 2 is satisfying and exceeded my expectations. It's perfect for Aerial Photography.,252,1,5
731,CUST732,2023-02-05,Autel EVO 2 Pro,647.48,Cash,1,2,Aerial Photography,4,I couldn't be happier with the Autel EVO 2 Pro. It's reliable and exceptional for Aerial Photography.,370,0,2
732,CUST733,2023-09-05,Yuneec Typhoon H,1968.48,PayPal,0,2,Professional Use,4,I'm truly impressed with the Yuneec Typhoon H. It's satisfying and fantastic for Professional Use.,158,0,2
733,CUST734,2023-01-06,Autel EVO Lite+,2496.98,PayPal,0,1,Professional Use,5,I couldn't be happier with the Autel EVO Lite+. It's outstanding and amazing for Professional Use.,400,0,1
734,CUST735,2022-12-29,Skydio 2,2331.02,Credit Card,1,2,Professional Use,5,I couldn't be happier with the Skydio 2. It's outstanding and terrific for Professional Use.,408,1,2
735,CUST736,2023-06-15,Parrot Anafi USA,557.88,Credit Card,2,0,Professional Use,4,I'm truly impressed with the Parrot Anafi USA. It's outstanding and amazing for Professional Use.,240,1,3
736,CUST737,2022-12-11,Parrot Anafi USA,718.99,PayPal,0,2,Aerial Photography,5,"For the price of 718.99, the Parrot Anafi USA offers outstanding performance. It's fantastic for Aerial Photography.",426,1,2
737,CUST738,2023-02-04,Skydio 2,476.48,PayPal,1,1,Recreation,4,I'm truly impressed with the Skydio 2. It's outstanding and terrific for Recreation.,371,1,4
738,CUST739,2023-04-06,Autel EVO Nano+,417.7,Debit Card,0,1,Recreation,4,I couldn't be happier with the Autel EVO Nano+. It's impressive and amazing for Recreation.,310,0,1
739,CUST740,2023-03-09,Autel EVO 2 Pro,2485.0,Cash,2,1,Professional Use,5,I couldn't be happier with the Autel EVO 2 Pro. It's satisfying and fantastic for Professional Use.,338,0,5
740,CUST741,2022-11-15,Autel EVO Nano+,1230.07,Debit Card,0,0,Professional Use,3,I couldn't be happier with the Autel EVO Nano+. It's satisfying and terrific for Professional Use.,452,0,1
741,CUST742,2023-05-01,Autel EVO Lite+,1692.83,Credit Card,1,1,Recreation,3,"For the price of 1692.83, the Autel EVO Lite+ offers satisfying performance. It's amazing for Recreation.",285,0,4
742,CUST743,2023-02-06,Yuneec Typhoon H,1900.0,Credit Card,2,1,Recreation,3,"For the price of 1900.0, the Yuneec Typhoon H offers reliable performance. It's terrific for Recreation.",369,0,5
743,CUST744,2022-10-14,Skydio 2,521.52,Debit Card,0,0,Aerial Photography,5,The Skydio 2 is outstanding and exceeded my expectations. It's perfect for Aerial Photography.,484,1,1
744,CUST745,2023-02-26,Autel EVO Lite+,811.47,PayPal,1,0,Recreation,4,I couldn't be happier with the Autel EVO Lite+. It's outstanding and perfect for Recreation.,349,0,3
745,CUST746,2023-04-17,DJI Mavic Air 2,1008.06,PayPal,2,1,Recreation,5,The DJI Mavic Air 2 is satisfying and exceeded my expectations. It's fantastic for Recreation.,299,0,5
746,CUST747,2023-06-19,Parrot Anafi USA,1528.14,Cash,0,0,Aerial Photography,5,The Parrot Anafi USA is outstanding and exceeded my expectations. It's perfect for Aerial Photography.,236,1,1
747,CUST748,2023-01-09,Autel EVO 2 Pro,1005.0,Debit Card,0,1,Recreation,5,I couldn't be happier with the Autel EVO 2 Pro. It's excellent and perfect for Recreation.,397,0,1
748,CUST749,2022-12-31,DJI Air 2S,1267.83,Debit Card,0,0,Aerial Photography,5,"For the price of 1267.83, the DJI Air 2S offers outstanding performance. It's terrific for Aerial Photography.",406,0,1
749,CUST750,2023-03-12,Yuneec Typhoon H,711.08,Debit Card,1,1,Recreation,4,I'm truly impressed with the Yuneec Typhoon H. It's satisfying and fantastic for Recreation.,335,0,4
750,CUST751,2023-01-16,Autel EVO Lite+,2269.11,Credit Card,2,2,Professional Use,4,I couldn't be happier with the Autel EVO Lite+. It's satisfying and terrific for Professional Use.,390,0,5
751,CUST752,2023-08-13,Skydio X2,581.76,Debit Card,2,0,Professional Use,1,I'm truly impressed with the Skydio X2. It's reliable and amazing for Professional Use.,181,0,3
752,CUST753,2023-08-02,Autel EVO Nano+,2466.52,Debit Card,2,1,Professional Use,5,I'm truly impressed with the Autel EVO Nano+. It's reliable and fantastic for Professional Use.,192,0,5
753,CUST754,2022-12-18,DJI Mini 2,865.65,Credit Card,2,2,Aerial Photography,4,I'm truly impressed with the DJI Mini 2. It's impressive and fantastic for Aerial Photography.,419,1,5
754,CUST755,2023-05-02,Autel EVO Nano+,2313.85,Credit Card,1,2,Professional Use,5,I'm truly impressed with the Autel EVO Nano+. It's impressive and perfect for Professional Use.,284,0,2
755,CUST756,2023-02-01,Autel EVO Lite+,1741.34,Debit Card,1,0,Recreation,1,"For the price of 1741.34, the Autel EVO Lite+ offers reliable performance. It's amazing for Recreation.",374,0,3
756,CUST757,2022-12-04,DJI Air 2S,2141.79,PayPal,0,1,Recreation,5,I couldn't be happier with the DJI Air 2S. It's impressive and fantastic for Recreation.,433,0,1
757,CUST758,2023-03-21,Yuneec Typhoon H,2065.42,Cash,0,1,Professional Use,3,"For the price of 2065.42, the Yuneec Typhoon H offers excellent performance. It's terrific for Professional Use.",326,0,1
758,CUST759,2023-02-05,DJI Air 2S,1213.8,PayPal,0,1,Aerial Photography,3,I couldn't be happier with the DJI Air 2S. It's reliable and exceptional for Aerial Photography.,370,0,1
759,CUST760,2023-03-01,Autel EVO Nano+,1031.31,PayPal,0,0,Aerial Photography,4,"For the price of 1031.31, the Autel EVO Nano+ offers outstanding performance. It's fantastic for Aerial Photography.",346,0,1
760,CUST761,2023-05-12,Yuneec Typhoon H,1154.78,Debit Card,0,0,Professional Use,4,I purchased the Yuneec Typhoon H and it has been an outstanding experience. It's perfect for Professional Use.,274,0,1
761,CUST762,2023-08-25,Skydio X2,1421.79,Debit Card,1,0,Professional Use,3,The Skydio X2 is satisfying and exceeded my expectations. It's amazing for Professional Use.,169,0,3
762,CUST763,2023-08-19,Autel EVO 2 Pro,1790.72,Debit Card,1,0,Recreation,5,"For the price of 1790.72, the Autel EVO 2 Pro offers reliable performance. It's perfect for Recreation.",175,0,3
763,CUST764,2023-01-06,DJI Mavic Air 2,949.98,Debit Card,1,2,Professional Use,3,I couldn't be happier with the DJI Mavic Air 2. It's reliable and exceptional for Professional Use.,400,0,2
764,CUST765,2023-04-08,Autel EVO 2 Pro,529.9,PayPal,0,1,Aerial Photography,3,"For the price of 529.9, the Autel EVO 2 Pro offers excellent performance. It's exceptional for Aerial Photography.",308,0,1
765,CUST766,2022-12-19,DJI Mavic Air 2,1032.85,Credit Card,1,2,Aerial Photography,5,The DJI Mavic Air 2 is outstanding and exceeded my expectations. It's exceptional for Aerial Photography.,418,0,2
766,CUST767,2023-08-20,Skydio X2,878.89,Cash,2,2,Recreation,3,"For the price of 878.89, the Skydio X2 offers excellent performance. It's amazing for Recreation.",174,0,5
767,CUST768,2023-07-07,Yuneec Typhoon H,946.75,PayPal,2,0,Professional Use,5,The Yuneec Typhoon H is impressive and exceeded my expectations. It's exceptional for Professional Use.,218,0,3
768,CUST769,2023-03-15,Skydio X2,1085.18,Debit Card,0,1,Recreation,4,The Skydio X2 is reliable and exceeded my expectations. It's perfect for Recreation.,332,0,1
769,CUST770,2023-08-04,Skydio X2,1154.12,Credit Card,2,2,Professional Use,4,I'm truly impressed with the Skydio X2. It's excellent and perfect for Professional Use.,190,0,5
770,CUST771,2022-12-05,DJI Mavic Air 2,1487.19,Credit Card,1,0,Recreation,3,"For the price of 1487.19, the DJI Mavic Air 2 offers excellent performance. It's amazing for Recreation.",432,0,3
771,CUST772,2023-01-30,DJI Air 2S,1022.38,Debit Card,0,1,Aerial Photography,4,I couldn't be happier with the DJI Air 2S. It's reliable and perfect for Aerial Photography.,376,0,1
